Entity,Code,Year,Rice | 00000027 || Yield | 005412 || tonnes per hectare
Afghanistan,AFG,2015,3.7317002
Afghanistan,AFG,2016,4.4723
Afghanistan,AFG,2017,4.6148
Afghanistan,AFG,2018,4.4709
Afghanistan,AFG,2019,4.4766
Afghanistan,AFG,2020,4.4417005
Afghanistan,AFG,2021,4.4065003
Afghanistan,AFG,2022,4.625
Afghanistan,AFG,2023,4.6279
Africa,NA,2015,2.29609
Africa,NA,2016,2.3032103
Africa,NA,2017,2.2409763
Africa,NA,2018,2.187442
Africa,NA,2019,2.3343387
Africa,NA,2020,2.404762
Africa,NA,2021,2.3601165
Africa,NA,2022,2.3277767
Africa,NA,2023,2.313313
Africa (FAO),NA,2015,2.2961001
Africa (FAO),NA,2016,2.3032
Africa (FAO),NA,2017,2.2410002
Africa (FAO),NA,2018,2.1874
Africa (FAO),NA,2019,2.3343
Africa (FAO),NA,2020,2.4048002
Africa (FAO),NA,2021,2.3601003
Africa (FAO),NA,2022,2.3278003
Africa (FAO),NA,2023,2.3133001
Algeria,DZA,2015,1.7939001
Algeria,DZA,2016,1.7827001
Algeria,DZA,2017,1.7939001
Algeria,DZA,2018,1.7901001
Algeria,DZA,2019,1.7889001
Algeria,DZA,2020,1.7910001
Algeria,DZA,2021,1.7900001
Algeria,DZA,2022,1.7899001
Algeria,DZA,2023,1.7903001
Americas (FAO),NA,2015,5.951
Americas (FAO),NA,2016,5.821
Americas (FAO),NA,2017,5.959
Americas (FAO),NA,2018,6.1237006
Americas (FAO),NA,2019,6.0426
Americas (FAO),NA,2020,6.3323
Americas (FAO),NA,2021,6.4185004
Americas (FAO),NA,2022,6.1097007
Americas (FAO),NA,2023,6.3972006
Angola,AGO,2015,1.5068002
Angola,AGO,2016,1.5295001
Angola,AGO,2017,0.86380005
Angola,AGO,2018,1.1523001
Angola,AGO,2019,1.1931
Angola,AGO,2020,1.2375001
Angola,AGO,2021,1.2266
Angola,AGO,2022,1.2323002
Angola,AGO,2023,1.1721001
Argentina,ARG,2015,6.6989
Argentina,ARG,2016,6.7632003
Argentina,ARG,2017,6.5083003
Argentina,ARG,2018,6.9030004
Argentina,ARG,2019,6.4919004
Argentina,ARG,2020,6.5996003
Argentina,ARG,2021,7.2662005
Argentina,ARG,2022,6.5697007
Argentina,ARG,2023,6.7237005
Asia,NA,2015,4.707754
Asia,NA,2016,4.7135396
Asia,NA,2017,4.7753677
Asia,NA,2018,4.8484774
Asia,NA,2019,4.891713
Asia,NA,2020,4.868568
Asia,NA,2021,4.9345517
Asia,NA,2022,4.9334383
Asia,NA,2023,4.992329
Asia (FAO),NA,2015,4.7078
Asia (FAO),NA,2016,4.7135
Asia (FAO),NA,2017,4.7754
Asia (FAO),NA,2018,4.8485003
Asia (FAO),NA,2019,4.8917003
Asia (FAO),NA,2020,4.8686004
Asia (FAO),NA,2021,4.9346004
Asia (FAO),NA,2022,4.9334
Asia (FAO),NA,2023,4.9923
Australia,AUS,2015,9.9103
Australia,AUS,2016,10.288901
Australia,AUS,2017,9.8208
Australia,AUS,2018,10.386001
Australia,AUS,2019,8.771001
Australia,AUS,2020,10.0308
Australia,AUS,2021,9.382
Australia,AUS,2022,11.054501
Australia,AUS,2023,9.516201
Azerbaijan,AZE,2015,2.3696003
Azerbaijan,AZE,2016,2.1538002
Azerbaijan,AZE,2017,3.1189
Azerbaijan,AZE,2018,2.9684
Azerbaijan,AZE,2019,2.7613
Azerbaijan,AZE,2020,3.1314
Azerbaijan,AZE,2021,3.2960002
Azerbaijan,AZE,2022,3.4242
Azerbaijan,AZE,2023,4.6515
Bangladesh,BGD,2015,4.5518003
Bangladesh,BGD,2016,4.5863
Bangladesh,BGD,2017,4.6619
Bangladesh,BGD,2018,4.7257004
Bangladesh,BGD,2019,4.7402005
Bangladesh,BGD,2020,4.8088
Bangladesh,BGD,2021,4.8187003
Bangladesh,BGD,2022,4.8912005
Bangladesh,BGD,2023,5.0348
Belize,BLZ,2015,4.2422004
Belize,BLZ,2016,4.7752004
Belize,BLZ,2017,4.7208
Belize,BLZ,2018,4.9209003
Belize,BLZ,2019,5.7509003
Belize,BLZ,2020,4.5252004
Belize,BLZ,2021,5.6694
Belize,BLZ,2022,5.287
Belize,BLZ,2023,5.6034
Benin,BEN,2015,3.1285002
Benin,BEN,2016,3.4174001
Benin,BEN,2017,3.5295002
Benin,BEN,2018,3.3977
Benin,BEN,2019,3.9651003
Benin,BEN,2020,3.9353004
Benin,BEN,2021,4.1000004
Benin,BEN,2022,3.8936002
Benin,BEN,2023,3.7307
Bhutan,BTN,2015,4.0192003
Bhutan,BTN,2016,3.8796003
Bhutan,BTN,2017,4.0745
Bhutan,BTN,2018,4.2362003
Bhutan,BTN,2019,4.0698004
Bhutan,BTN,2020,4.2644
Bhutan,BTN,2021,4.1593
Bhutan,BTN,2022,4.4701004
Bhutan,BTN,2023,4.3293
Bolivia,BOL,2015,3.1699
Bolivia,BOL,2016,2.4829
Bolivia,BOL,2017,2.7692
Bolivia,BOL,2018,3.1875002
Bolivia,BOL,2019,3.2040002
Bolivia,BOL,2020,2.7614
Bolivia,BOL,2021,3.078
Bolivia,BOL,2022,2.9952002
Bolivia,BOL,2023,3.3547
Brazil,BRA,2015,5.7525
Brazil,BRA,2016,5.4643
Brazil,BRA,2017,6.2131004
Brazil,BRA,2018,6.3074
Brazil,BRA,2019,6.0633
Brazil,BRA,2020,6.6108003
Brazil,BRA,2021,6.9031005
Brazil,BRA,2022,6.6380005
Brazil,BRA,2023,6.9369
Brunei,BRN,2015,2.3846002
Brunei,BRN,2016,1.7143002
Brunei,BRN,2017,1.7692001
Brunei,BRN,2018,2
Brunei,BRN,2019,2.0909
Brunei,BRN,2020,3.0000002
Brunei,BRN,2021,2.7333002
Brunei,BRN,2022,2.4
Brunei,BRN,2023,2.4667
Bulgaria,BGR,2015,5.4540005
Bulgaria,BGR,2016,5.4032006
Bulgaria,BGR,2017,5.6089
Bulgaria,BGR,2018,5.5200005
Bulgaria,BGR,2019,6.0000005
Bulgaria,BGR,2020,5.3287005
Bulgaria,BGR,2021,4.8232
Bulgaria,BGR,2022,6.0794
Bulgaria,BGR,2023,5.7286005
Burkina Faso,BFA,2015,2.2782001
Burkina Faso,BFA,2016,2.2608001
Burkina Faso,BFA,2017,1.9721
Burkina Faso,BFA,2018,2.177
Burkina Faso,BFA,2019,2.1242
Burkina Faso,BFA,2020,2.2377
Burkina Faso,BFA,2021,2.0403001
Burkina Faso,BFA,2022,2.2118
Burkina Faso,BFA,2023,2.3753002
Burundi,BDI,2015,1.1293001
Burundi,BDI,2016,2.3001
Burundi,BDI,2017,1.7838001000000001
Burundi,BDI,2018,1.7926
Burundi,BDI,2019,1.6896001
Burundi,BDI,2020,1.9588002
Burundi,BDI,2021,1.9588002
Burundi,BDI,2022,1.9588002
Burundi,BDI,2023,1.9588002
Cambodia,KHM,2015,3.0849001
Cambodia,KHM,2016,3.2103002
Cambodia,KHM,2017,3.2972002
Cambodia,KHM,2018,3.3534
Cambodia,KHM,2019,3.3351002
Cambodia,KHM,2020,3.3454
Cambodia,KHM,2021,3.4897
Cambodia,KHM,2022,3.5192
Cambodia,KHM,2023,3.5829
Cameroon,CMR,2015,1.2271
Cameroon,CMR,2016,2.1100001
Cameroon,CMR,2017,2.1100001
Cameroon,CMR,2018,2.6406002
Cameroon,CMR,2019,2.1407
Cameroon,CMR,2020,2.1312
Cameroon,CMR,2021,2.0517
Cameroon,CMR,2022,2.1647
Cameroon,CMR,2023,2.2895
Caribbean (FAO),NA,2015,4.2732005
Caribbean (FAO),NA,2016,4.2125
Caribbean (FAO),NA,2017,4.2639003
Caribbean (FAO),NA,2018,3.3468
Caribbean (FAO),NA,2019,4.211
Caribbean (FAO),NA,2020,4.2777004
Caribbean (FAO),NA,2021,4.3549
Caribbean (FAO),NA,2022,4.2967005
Caribbean (FAO),NA,2023,4.261
Central African Republic,CAF,2015,1.4001
Central African Republic,CAF,2016,1.4001
Central African Republic,CAF,2017,1.3999001
Central African Republic,CAF,2018,1.4001
Central African Republic,CAF,2019,1.4000001
Central African Republic,CAF,2020,0.90000004
Central African Republic,CAF,2021,1.1
Central African Republic,CAF,2022,1.4000001
Central African Republic,CAF,2023,1.4000001
Central America (FAO),NA,2015,4.4777
Central America (FAO),NA,2016,4.7053
Central America (FAO),NA,2017,4.7102003
Central America (FAO),NA,2018,4.9223
Central America (FAO),NA,2019,5.0112004
Central America (FAO),NA,2020,4.9106
Central America (FAO),NA,2021,5.1312003
Central America (FAO),NA,2022,5.1828
Central America (FAO),NA,2023,5.1754003
Central Asia (FAO),NA,2015,4.9177003
Central Asia (FAO),NA,2016,5.3346004
Central Asia (FAO),NA,2017,5.0400004
Central Asia (FAO),NA,2018,4.9148
Central Asia (FAO),NA,2019,5.2341003
Central Asia (FAO),NA,2020,5.5406003
Central Asia (FAO),NA,2021,5.8419003
Central Asia (FAO),NA,2022,5.9285
Central Asia (FAO),NA,2023,5.9215
Chad,TCD,2015,1.4155
Chad,TCD,2016,1.4128001
Chad,TCD,2017,1.3797001
Chad,TCD,2018,1.3967
Chad,TCD,2019,1.5108001
Chad,TCD,2020,1.4698001
Chad,TCD,2021,1.3181001
Chad,TCD,2022,1.3097
Chad,TCD,2023,1.2762
Chile,CHL,2015,6.8972006
Chile,CHL,2016,6.5564003
Chile,CHL,2017,6.1072006
Chile,CHL,2018,6.531
Chile,CHL,2019,6.6648
Chile,CHL,2020,6.4294004
Chile,CHL,2021,6.3612003
Chile,CHL,2022,4.855
Chile,CHL,2023,6.0871005
China,CHN,2015,6.8913
China,CHN,2016,6.8657007
China,CHN,2017,6.9169
China,CHN,2018,7.0266004
China,CHN,2019,7.0601006
China,CHN,2020,7.0432005
China,CHN,2021,7.1135
China,CHN,2022,7.0796003
China,CHN,2023,7.1368003
China (FAO),NA,2015,6.8863
China (FAO),NA,2016,6.8563004
China (FAO),NA,2017,6.9122005
China (FAO),NA,2018,7.0280004
China (FAO),NA,2019,7.0562005
China (FAO),NA,2020,7.0402007
China (FAO),NA,2021,7.1124
China (FAO),NA,2022,7.0757008
China (FAO),NA,2023,7.1325
Colombia,COL,2015,4.13
Colombia,COL,2016,4.3323
Colombia,COL,2017,4.0808
Colombia,COL,2018,4.3922005
Colombia,COL,2019,4.4657006
Colombia,COL,2020,4.6319003
Colombia,COL,2021,4.4805
Colombia,COL,2022,4.6307006
Colombia,COL,2023,4.5035
Comoros,COM,2015,0.2975
Comoros,COM,2016,0.29860002
Comoros,COM,2017,0.2989
Comoros,COM,2018,0.2978
Comoros,COM,2019,0.29720002
Comoros,COM,2020,0.2978
Comoros,COM,2021,0.29870003
Comoros,COM,2022,0.2989
Comoros,COM,2023,0.2991
Congo,COG,2015,0.5998
Congo,COG,2016,0.59180003
Congo,COG,2017,0.5852
Congo,COG,2018,0.57900006
Congo,COG,2019,0.5737
Congo,COG,2020,0.57670003
Congo,COG,2021,0.5811
Congo,COG,2022,0.5788
Congo,COG,2023,0.5765
Costa Rica,CRI,2015,4.0031004
Costa Rica,CRI,2016,4.2381005
Costa Rica,CRI,2017,3.9878001
Costa Rica,CRI,2018,4.6442003
Costa Rica,CRI,2019,4.5140004
Costa Rica,CRI,2020,3.6701002
Costa Rica,CRI,2021,4.5812006
Costa Rica,CRI,2022,4.3841004
Costa Rica,CRI,2023,5.131
Cote d'Ivoire,CIV,2015,2.5509
Cote d'Ivoire,CIV,2016,2.6327
Cote d'Ivoire,CIV,2017,2.6817
Cote d'Ivoire,CIV,2018,2.7310002
Cote d'Ivoire,CIV,2019,2.7922
Cote d'Ivoire,CIV,2020,2.8575
Cote d'Ivoire,CIV,2021,2.8497
Cote d'Ivoire,CIV,2022,2.8931003
Cote d'Ivoire,CIV,2023,2.9371002
Cuba,CUB,2015,3.7269
Cuba,CUB,2016,3.6713002
Cuba,CUB,2017,3.6022
Cuba,CUB,2018,3.4466002
Cuba,CUB,2019,3.3460002
Cuba,CUB,2020,3.5739
Cuba,CUB,2021,3.3944001
Cuba,CUB,2022,2.7127001
Cuba,CUB,2023,2.9266002
Democratic Republic of Congo,COD,2015,0.7587001
Democratic Republic of Congo,COD,2016,0.8141
Democratic Republic of Congo,COD,2017,0.8416
Democratic Republic of Congo,COD,2018,0.90090007
Democratic Republic of Congo,COD,2019,0.97220004
Democratic Republic of Congo,COD,2020,1.1184001
Democratic Republic of Congo,COD,2021,1.1456001
Democratic Republic of Congo,COD,2022,0.92730004
Democratic Republic of Congo,COD,2023,0.95070004
Dominican Republic,DOM,2015,5.1705003
Dominican Republic,DOM,2016,5.2180004
Dominican Republic,DOM,2017,5.1898003
Dominican Republic,DOM,2018,5.0116005
Dominican Republic,DOM,2019,5.1445003
Dominican Republic,DOM,2020,5.103
Dominican Republic,DOM,2021,5.2637005
Dominican Republic,DOM,2022,5.2029
Dominican Republic,DOM,2023,5.05
East Timor,TLS,2015,3.1082
East Timor,TLS,2016,3.1168003
East Timor,TLS,2017,2.7055001
East Timor,TLS,2018,3.3529
East Timor,TLS,2019,2.1418002
East Timor,TLS,2020,2.6430001
East Timor,TLS,2021,1.6966001
East Timor,TLS,2022,2.1604
East Timor,TLS,2023,2.1604
Eastern Africa (FAO),NA,2015,2.6655002
Eastern Africa (FAO),NA,2016,2.5697
Eastern Africa (FAO),NA,2017,2.2892
Eastern Africa (FAO),NA,2018,2.5513003
Eastern Africa (FAO),NA,2019,2.4064
Eastern Africa (FAO),NA,2020,2.5908003
Eastern Africa (FAO),NA,2021,2.6513002
Eastern Africa (FAO),NA,2022,2.7101002
Eastern Africa (FAO),NA,2023,2.3803
Eastern Asia (FAO),NA,2015,6.8566003
Eastern Asia (FAO),NA,2016,6.8498
Eastern Asia (FAO),NA,2017,6.8880005
Eastern Asia (FAO),NA,2018,6.9827003
Eastern Asia (FAO),NA,2019,7.0269003
Eastern Asia (FAO),NA,2020,6.9821005
Eastern Asia (FAO),NA,2021,7.0582004
Eastern Asia (FAO),NA,2022,7.0347004
Eastern Asia (FAO),NA,2023,7.084
Eastern Europe (FAO),NA,2015,5.4844003
Eastern Europe (FAO),NA,2016,5.2665005
Eastern Europe (FAO),NA,2017,5.2779
Eastern Europe (FAO),NA,2018,5.6962004
Eastern Europe (FAO),NA,2019,5.7139
Eastern Europe (FAO),NA,2020,5.7106004
Eastern Europe (FAO),NA,2021,5.5787005
Eastern Europe (FAO),NA,2022,5.4385004
Eastern Europe (FAO),NA,2023,5.7049003
Ecuador,ECU,2015,3.5356002
Ecuador,ECU,2016,3.3624
Ecuador,ECU,2017,3.7154
Ecuador,ECU,2018,3.6316004
Ecuador,ECU,2019,3.4295
Ecuador,ECU,2020,3.4273002
Ecuador,ECU,2021,3.5469
Ecuador,ECU,2022,3.7087002
Ecuador,ECU,2023,3.8274
Egypt,EGY,2015,9.431201
Egypt,EGY,2016,9.3353
Egypt,EGY,2017,9.024501
Egypt,EGY,2018,8.6511
Egypt,EGY,2019,8.758201
Egypt,EGY,2020,9.6203
Egypt,EGY,2021,9.137501
Egypt,EGY,2022,8.9048
Egypt,EGY,2023,8.7159
El Salvador,SLV,2015,6.3986006
El Salvador,SLV,2016,6.9302006
El Salvador,SLV,2017,6.6108003
El Salvador,SLV,2018,6.3977003
El Salvador,SLV,2019,7.9870005
El Salvador,SLV,2020,7.3263
El Salvador,SLV,2021,6.7512007
El Salvador,SLV,2022,6.8805003
El Salvador,SLV,2023,6.9035006
Eswatini,SWZ,2015,3.3671002
Eswatini,SWZ,2016,3.2570002
Eswatini,SWZ,2017,3.094
Eswatini,SWZ,2018,3.0542002
Eswatini,SWZ,2019,3.0396001
Eswatini,SWZ,2020,3.1111002
Eswatini,SWZ,2021,3.1771002
Eswatini,SWZ,2022,3.1480002
Eswatini,SWZ,2023,3.1189
Ethiopia,ETH,2015,3.0752
Ethiopia,ETH,2016,2.8089
Ethiopia,ETH,2017,2.8437002
Ethiopia,ETH,2018,2.7123
Ethiopia,ETH,2019,2.9636002
Ethiopia,ETH,2020,3.1449
Ethiopia,ETH,2021,3.0798001
Ethiopia,ETH,2022,3.4667
Ethiopia,ETH,2023,3.3667002
Europe,NA,2015,6.470731
Europe,NA,2016,6.3595824
Europe,NA,2017,6.4460483
Europe,NA,2018,6.469366
Europe,NA,2019,6.4646254
Europe,NA,2020,6.380188
Europe,NA,2021,6.2321773
Europe,NA,2022,5.744636
Europe,NA,2023,6.172496
Europe (FAO),NA,2015,6.4707007
Europe (FAO),NA,2016,6.3596005
Europe (FAO),NA,2017,6.446
Europe (FAO),NA,2018,6.4694004
Europe (FAO),NA,2019,6.4646006
Europe (FAO),NA,2020,6.3802004
Europe (FAO),NA,2021,6.2322006
Europe (FAO),NA,2022,5.7446003
Europe (FAO),NA,2023,6.1725
European Union (27),NA,2015,6.910293
European Union (27),NA,2016,6.885032
European Union (27),NA,2017,6.972135
European Union (27),NA,2018,6.8067856
European Union (27),NA,2019,6.819251
European Union (27),NA,2020,6.6607347
European Union (27),NA,2021,6.4738493
European Union (27),NA,2022,5.8963594
European Union (27),NA,2023,6.4037366
European Union (27) (FAO),NA,2015,6.9103003
European Union (27) (FAO),NA,2016,6.885
European Union (27) (FAO),NA,2017,6.9721003
European Union (27) (FAO),NA,2018,6.8068004
European Union (27) (FAO),NA,2019,6.8193
European Union (27) (FAO),NA,2020,6.6607003
European Union (27) (FAO),NA,2021,6.4738
European Union (27) (FAO),NA,2022,5.8964
European Union (27) (FAO),NA,2023,6.4037004
Fiji,FJI,2015,3.0000002
Fiji,FJI,2016,3.0000002
Fiji,FJI,2017,3.0000002
Fiji,FJI,2018,3.0004
Fiji,FJI,2019,3.4390001
Fiji,FJI,2020,3.7725003
Fiji,FJI,2021,4.0553
Fiji,FJI,2022,3.9812002
Fiji,FJI,2023,3.7842002
France,FRA,2015,5.0014
France,FRA,2016,4.8045
France,FRA,2017,5.3971004
France,FRA,2018,5.3788
France,FRA,2019,5.4682007
France,FRA,2020,5.2696004
France,FRA,2021,5.182
France,FRA,2022,5.4830003
France,FRA,2023,5.6328
Gabon,GAB,2015,2.8346002
Gabon,GAB,2016,2.877
Gabon,GAB,2017,2.7775002
Gabon,GAB,2018,2.8134
Gabon,GAB,2019,2.7074
Gabon,GAB,2020,2.7019
Gabon,GAB,2021,2.753
Gabon,GAB,2022,2.7219
Gabon,GAB,2023,2.7052002
Gambia,GMB,2015,0.8216
Gambia,GMB,2016,0.7436
Gambia,GMB,2017,0.45560002
Gambia,GMB,2018,0.6193
Gambia,GMB,2019,0.49080002
Gambia,GMB,2020,0.6603
Gambia,GMB,2021,1.1282
Gambia,GMB,2022,0.8819001
Gambia,GMB,2023,0.84770006
Ghana,GHA,2015,2.7500002
Ghana,GHA,2016,2.8200002
Ghana,GHA,2017,2.8104
Ghana,GHA,2018,3.7350001
Ghana,GHA,2019,3.2801003
Ghana,GHA,2020,3.3436003
Ghana,GHA,2021,3.2017002
Ghana,GHA,2022,3.5639
Ghana,GHA,2023,3.9541004
